"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Middleware1",,,,"User:","zhiyang"
"Cmdline:","dstat -tcnm --output ../logs/1/dstat_mw1.csv",,,,"Date:","17 Oct 2018 20:39:35 UTC"

"system","total cpu usage",,,,,,"net/total",,"memory usage",,,
17-10 21:07:13,16.818,7.633,72.316,0.0,0.0,3.234,25401583.0,24721485.0,1914052608.0,18808832.0,271462400.0,12501766144.0
17-10 21:07:14,17.778,6.797,72.680,0.0,0.0,2.745,25796405.0,25113069.0,1914216448.0,18808832.0,271462400.0,12501602304.0
17-10 21:07:15,16.188,5.875,74.413,0.0,0.0,3.525,25390907.0,24707537.0,1913987072.0,18808832.0,271462400.0,12501831680.0
17-10 21:07:16,16.883,5.714,73.896,0.0,0.0,3.506,25405623.0,24711351.0,1912020992.0,18808832.0,271462400.0,12503797760.0
17-10 21:07:17,17.300,6.553,72.739,0.0,0.0,3.408,25395264.0,24699397.0,1911726080.0,18808832.0,271462400.0,12504092672.0
17-10 21:07:18,17.224,6.812,72.494,0.0,0.0,3.470,25391989.0,24716674.0,1911472128.0,18808832.0,271462400.0,12504346624.0
17-10 21:07:19,15.564,7.004,73.281,0.0,0.0,4.150,25398875.0,24721783.0,1909374976.0,18808832.0,271462400.0,12506443776.0
17-10 21:07:20,18.694,6.146,71.703,0.0,0.0,3.457,25401904.0,24703213.0,1909571584.0,18808832.0,271462400.0,12506247168.0
17-10 21:07:21,16.688,5.215,74.055,0.0,0.0,4.042,25390964.0,24676461.0,1909145600.0,18808832.0,271462400.0,12506673152.0
17-10 21:07:22,17.806,6.065,72.516,0.0,0.0,3.613,25402194.0,24734905.0,1907277824.0,18808832.0,271462400.0,12508540928.0
17-10 21:07:23,16.559,6.856,73.221,0.0,0.0,3.364,25398572.0,24695889.0,1906634752.0,18808832.0,271462400.0,12509184000.0
17-10 21:07:24,17.595,6.329,72.152,0.127,0.0,3.797,25382834.0,24736274.0,1906884608.0,18817024.0,271462400.0,12508925952.0
17-10 21:07:25,17.340,6.649,73.272,0.0,0.0,2.738,25406758.0,24732113.0,1906950144.0,18817024.0,271462400.0,12508860416.0
17-10 21:07:26,17.224,6.298,72.622,0.0,0.0,3.856,25399709.0,24710196.0,1905147904.0,18817024.0,271462400.0,12510662656.0
17-10 21:07:27,17.755,5.744,73.499,0.0,0.0,3.003,25386701.0,24694821.0,1904623616.0,18817024.0,271462400.0,12511186944.0
17-10 21:07:28,18.774,5.619,72.542,0.0,0.0,3.065,25406452.0,24723547.0,1905491968.0,18817024.0,271462400.0,12510318592.0
17-10 21:07:29,17.202,7.445,73.042,0.0,0.0,2.311,25399446.0,24692460.0,1903296512.0,18817024.0,271462400.0,12512514048.0
17-10 21:07:30,17.250,7.393,72.244,0.0,0.0,3.113,25387136.0,24716241.0,1903394816.0,18817024.0,271462400.0,12512415744.0
17-10 21:07:31,17.057,5.990,73.307,0.0,0.0,3.646,25404573.0,24699846.0,1903198208.0,18817024.0,271462400.0,12512612352.0
17-10 21:07:32,20.051,6.386,69.987,0.0,0.0,3.576,25796148.0,25113991.0,1901395968.0,18817024.0,271462400.0,12514414592.0
17-10 21:07:33,17.346,6.965,72.536,0.0,0.0,3.154,25387235.0,24715679.0,1901363200.0,18817024.0,271462400.0,12514447360.0
17-10 21:07:34,18.088,5.297,73.902,0.0,0.0,2.713,25406583.0,24734822.0,1901142016.0,18817024.0,271462400.0,12514668544.0
17-10 21:07:35,15.335,7.732,72.680,0.0,0.0,4.253,26193598.0,25460867.0,1901338624.0,18817024.0,271462400.0,12514471936.0
17-10 21:07:36,16.324,5.913,74.293,0.0,0.0,3.470,25387016.0,24705953.0,1899405312.0,18817024.0,271462400.0,12516405248.0
17-10 21:07:37,18.462,5.641,73.205,0.0,0.0,2.692,25406058.0,24699667.0,1899438080.0,18817024.0,271462400.0,12516372480.0
17-10 21:07:38,17.098,6.736,72.798,0.0,0.0,3.368,25400353.0,24733655.0,1899397120.0,18817024.0,271462400.0,12516413440.0
17-10 21:07:39,17.380,5.318,73.411,0.0,0.0,3.891,25385749.0,24699549.0,1897725952.0,18817024.0,271462400.0,12518084608.0
17-10 21:07:40,16.361,6.283,74.738,0.0,0.0,2.618,25406657.0,24708984.0,1897431040.0,18817024.0,271462400.0,12518379520.0
17-10 21:07:41,16.974,5.921,73.816,0.0,0.0,3.289,25400235.0,24720545.0,1895104512.0,18817024.0,271462400.0,12520706048.0
17-10 21:07:42,16.974,5.789,73.158,0.0,0.0,4.079,25386501.0,24702944.0,1895137280.0,18817024.0,271462400.0,12520673280.0
17-10 21:07:43,18.135,6.513,72.542,0.0,0.0,2.810,25400366.0,24701154.0,1892622336.0,18817024.0,271462400.0,12523188224.0
17-10 21:07:44,16.927,6.510,73.307,0.0,0.0,3.255,25401261.0,24736961.0,1892622336.0,18817024.0,271462400.0,12523188224.0
17-10 21:07:45,16.645,6.839,73.419,0.0,0.0,3.097,25395145.0,24696442.0,1890455552.0,18817024.0,271466496.0,12525350912.0
17-10 21:07:46,17.670,6.152,72.775,0.0,0.0,3.403,25395705.0,24696324.0,1890582528.0,18817024.0,271470592.0,12525219840.0
17-10 21:07:47,15.112,7.884,73.587,0.0,0.0,3.417,25801425.0,25102229.0,1888550912.0,18817024.0,271470592.0,12527251456.0
17-10 21:07:48,16.279,6.977,73.385,0.0,0.0,3.359,25399853.0,24727282.0,1888133120.0,18817024.0,271470592.0,12527669248.0
17-10 21:07:49,17.380,5.058,73.671,0.0,0.0,3.891,25391388.0,24700768.0,1885970432.0,18817024.0,271470592.0,12529831936.0
17-10 21:07:50,18.742,7.060,70.475,0.0,0.0,3.723,25401204.0,24730200.0,1885847552.0,18817024.0,271470592.0,12529954816.0
17-10 21:07:51,19.261,7.256,68.865,0.0,0.0,4.617,25390997.0,24702239.0,1883815936.0,18817024.0,271470592.0,12531986432.0
17-10 21:07:52,17.708,8.464,69.271,0.0,0.0,4.557,25400608.0,24703335.0,1883783168.0,18817024.0,271470592.0,12532019200.0
17-10 21:07:53,18.954,7.059,70.588,0.0,0.0,3.399,25397170.0,24711642.0,1883467776.0,18817024.0,271470592.0,12532334592.0
17-10 21:07:54,17.731,7.301,71.186,0.0,0.0,3.781,25391048.0,24708317.0,1883762688.0,18817024.0,271470592.0,12532039680.0
17-10 21:07:55,17.715,8.216,69.576,0.257,0.0,4.236,25400216.0,24723773.0,1881624576.0,18825216.0,271470592.0,12534169600.0
17-10 21:07:56,18.734,7.235,70.413,0.0,0.0,3.618,25401431.0,24700950.0,1881853952.0,18825216.0,271470592.0,12533940224.0
17-10 21:07:57,17.165,5.982,73.082,0.0,0.0,3.771,25381643.0,24709443.0,1881788416.0,18825216.0,271470592.0,12534005760.0
17-10 21:07:58,18.614,6.804,71.630,0.0,0.0,2.953,25411659.0,24716317.0,1879162880.0,18825216.0,271470592.0,12536631296.0
17-10 21:07:59,20.178,6.980,69.924,0.0,0.0,2.919,25400803.0,24685818.0,1878933504.0,18825216.0,271470592.0,12536860672.0
17-10 21:08:00,19.091,7.143,69.610,0.0,0.0,4.156,25386603.0,24717074.0,1877229568.0,18825216.0,271470592.0,12538564608.0
17-10 21:08:01,20.315,7.471,68.807,0.0,0.0,3.408,25397699.0,24689677.0,1877286912.0,18825216.0,271470592.0,12538507264.0
17-10 21:08:02,21.447,6.718,68.346,0.0,0.0,3.488,25407276.0,24715243.0,1875582976.0,18825216.0,271470592.0,12540211200.0
17-10 21:08:03,20.716,6.777,69.821,0.0,0.0,2.685,25376743.0,24685011.0,1875378176.0,18825216.0,271470592.0,12540416000.0
17-10 21:08:04,19.296,7.301,69.883,0.0,0.0,3.520,25401074.0,24750086.0,1873510400.0,18825216.0,271470592.0,12542283776.0
17-10 21:08:05,19.301,8.290,68.653,0.0,0.0,3.756,25400539.0,24673084.0,1873256448.0,18825216.0,271470592.0,12542537728.0
17-10 21:08:06,18.264,7.642,71.114,0.0,0.0,2.979,25786756.0,25102264.0,1871257600.0,18825216.0,271470592.0,12544536576.0
17-10 21:08:07,18.605,5.943,72.739,0.0,0.0,2.713,25390649.0,24717797.0,1871519744.0,18825216.0,271470592.0,12544274432.0
17-10 21:08:08,17.677,7.742,71.871,0.0,0.0,2.710,25406000.0,24732706.0,1871499264.0,18825216.0,271470592.0,12544294912.0
17-10 21:08:09,16.602,6.485,73.671,0.0,0.0,3.243,25400064.0,24694441.0,1871466496.0,18825216.0,271470592.0,12544327680.0
17-10 21:08:10,17.038,5.898,74.050,0.0,0.0,3.014,25386928.0,24718362.0,1869303808.0,18825216.0,271470592.0,12546490368.0
17-10 21:08:11,18.135,5.052,73.705,0.0,0.0,3.109,25405616.0,24688876.0,1869303808.0,18825216.0,271470592.0,12546490368.0
17-10 21:08:12,17.862,5.867,73.664,0.0,0.0,2.608,25400181.0,24730248.0,1869434880.0,18825216.0,271470592.0,12546359296.0
17-10 21:08:13,18.252,6.555,71.851,0.0,0.0,3.342,25386498.0,24721458.0,1867112448.0,18825216.0,271470592.0,12548681728.0
17-10 21:08:14,16.732,5.447,73.671,0.0,0.0,4.150,25404931.0,24695815.0,1867145216.0,18825216.0,271470592.0,12548648960.0
17-10 21:08:15,17.281,7.116,72.046,0.0,0.0,3.558,25401146.0,24723192.0,1865572352.0,18825216.0,271470592.0,12550221824.0
17-10 21:08:16,19.568,6.480,71.156,0.0,0.0,2.795,25386082.0,24680972.0,1865113600.0,18825216.0,271470592.0,12550680576.0
17-10 21:08:17,19.359,6.667,71.538,0.0,0.0,2.436,25406216.0,24728207.0,1863016448.0,18825216.0,271470592.0,12552777728.0
17-10 21:08:18,16.795,6.795,73.077,0.0,0.0,3.333,25400291.0,24726616.0,1862873088.0,18825216.0,271470592.0,12552921088.0
17-10 21:08:19,17.609,6.170,72.365,0.0,0.0,3.856,25383668.0,24664858.0,1873420288.0,18825216.0,271474688.0,12542369792.0
17-10 21:08:20,19.276,5.821,72.186,0.0,0.0,2.717,25808104.0,25132348.0,1875615744.0,18825216.0,271474688.0,12540174336.0
17-10 21:08:21,16.732,7.190,73.072,0.0,0.0,3.007,25790953.0,25103193.0,1877483520.0,18825216.0,271474688.0,12538306560.0
17-10 21:08:22,17.806,6.323,72.129,0.0,0.0,3.742,25391281.0,24727886.0,1877745664.0,18825216.0,271474688.0,12538044416.0
17-10 21:08:23,18.026,7.368,72.368,0.0,0.0,2.237,25405922.0,24696550.0,1877618688.0,18825216.0,271474688.0,12538171392.0
17-10 21:08:24,17.295,7.412,72.172,0.0,0.0,3.121,25791562.0,25127775.0,1875456000.0,18825216.0,271474688.0,12540334080.0
17-10 21:08:25,17.617,6.347,72.539,0.259,0.0,3.238,25389684.0,24685024.0,1877512192.0,18833408.0,271474688.0,12538269696.0
17-10 21:08:26,17.578,5.990,73.177,0.0,0.0,3.255,25406031.0,24719529.0,1877446656.0,18833408.0,271474688.0,12538335232.0
17-10 21:08:27,17.699,6.068,72.566,0.0,0.0,3.666,25400307.0,24703102.0,1875283968.0,18833408.0,271474688.0,12540497920.0
17-10 21:08:28,17.386,6.667,73.595,0.0,0.0,2.353,25387683.0,24738665.0,1877913600.0,18833408.0,271474688.0,12537868288.0
17-10 21:08:29,16.688,6.389,73.533,0.0,0.0,3.390,25404639.0,24694410.0,1877979136.0,18833408.0,271474688.0,12537802752.0
17-10 21:08:30,17.471,5.867,73.403,0.0,0.0,3.259,25396413.0,24724218.0,1876045824.0,18833408.0,271474688.0,12539736064.0
17-10 21:08:31,16.581,5.913,74.036,0.0,0.0,3.470,25389925.0,24693647.0,1876111360.0,18833408.0,271474688.0,12539670528.0
17-10 21:08:32,18.782,6.606,70.984,0.0,0.0,3.627,25406764.0,24724528.0,1877946368.0,18833408.0,271474688.0,12537835520.0
17-10 21:08:33,17.241,6.769,72.031,0.0,0.0,3.959,25395860.0,24712002.0,1882071040.0,18833408.0,271474688.0,12533710848.0
17-10 21:08:34,17.136,6.394,72.762,0.0,0.0,3.708,25390980.0,24715054.0,1880039424.0,18833408.0,271474688.0,12535742464.0
17-10 21:08:35,16.732,6.013,73.856,0.0,0.0,3.399,25404737.0,24682759.0,1880104960.0,18833408.0,271474688.0,12535676928.0
17-10 21:08:36,17.853,6.727,71.539,0.0,0.0,3.881,25396354.0,24726316.0,1884364800.0,18833408.0,271474688.0,12531417088.0
17-10 21:08:37,18.742,8.087,68.421,0.0,0.0,4.750,25391263.0,24711314.0,1884430336.0,18833408.0,271474688.0,12531351552.0
17-10 21:08:38,19.896,8.453,68.270,0.0,0.0,3.381,25801549.0,25096894.0,1882202112.0,18833408.0,271474688.0,12533579776.0
17-10 21:08:39,18.312,8.831,68.442,0.0,0.0,4.416,25411479.0,24686184.0,1885020160.0,18833408.0,271474688.0,12530761728.0
17-10 21:08:40,18.846,6.923,70.641,0.0,0.0,3.590,25391918.0,24714556.0,1884266496.0,18833408.0,271474688.0,12531515392.0
17-10 21:08:41,17.700,7.364,71.059,0.0,0.0,3.876,25400021.0,24728018.0,1882132480.0,18833408.0,271478784.0,12533645312.0
17-10 21:08:42,19.590,7.298,68.758,0.0,0.0,4.353,25396385.0,24709018.0,1884196864.0,18833408.0,271478784.0,12531580928.0
17-10 21:08:43,17.500,7.368,71.842,0.0,0.0,3.289,25391264.0,24692597.0,1883848704.0,18833408.0,271478784.0,12531929088.0
17-10 21:08:44,16.907,6.160,73.788,0.0,0.0,3.145,25405650.0,24708984.0,1883914240.0,18833408.0,271478784.0,12531863552.0
17-10 21:08:45,16.261,7.170,72.599,0.0,0.0,3.969,25396129.0,24732034.0,1881849856.0,18833408.0,271478784.0,12533927936.0
17-10 21:08:46,19.821,7.289,69.565,0.0,0.0,3.325,25790996.0,25093155.0,1883881472.0,18833408.0,271478784.0,12531896320.0
17-10 21:08:47,20.440,5.951,70.116,0.0,0.0,3.493,25395872.0,24704172.0,1883881472.0,18833408.0,271478784.0,12531896320.0
17-10 21:08:48,19.029,7.280,69.987,0.0,0.0,3.704,25405188.0,24707895.0,1881796608.0,18833408.0,271478784.0,12533981184.0
17-10 21:08:49,18.709,7.773,69.302,0.0,0.0,4.216,25387043.0,24703381.0,1883983872.0,18833408.0,271478784.0,12531793920.0
17-10 21:08:50,20.052,7.077,69.856,0.0,0.0,3.014,25796149.0,25101497.0,1883983872.0,18833408.0,271478784.0,12531793920.0
17-10 21:08:51,20.469,6.780,68.057,0.0,0.0,4.694,25401210.0,24704158.0,1883688960.0,18833408.0,271478784.0,12532088832.0
17-10 21:08:52,17.708,7.682,71.354,0.0,0.0,3.255,25389871.0,24712866.0,1881395200.0,18833408.0,271478784.0,12534382592.0
17-10 21:08:53,19.221,6.623,69.351,0.0,0.0,4.805,25401039.0,24732511.0,1881460736.0,18833408.0,271482880.0,12534312960.0
17-10 21:08:54,18.264,7.124,70.725,0.0,0.0,3.886,25400587.0,24703048.0,1883336704.0,18833408.0,271482880.0,12532436992.0
17-10 21:08:55,16.342,6.874,73.152,0.130,0.0,3.502,25391396.0,24707344.0,1881198592.0,18841600.0,271482880.0,12534566912.0
17-10 21:08:56,16.560,5.905,74.198,0.0,0.0,3.338,25400556.0,24723961.0,1883623424.0,18841600.0,271482880.0,12532142080.0
17-10 21:08:57,17.219,7.015,72.321,0.0,0.0,3.444,25406039.0,24715306.0,1883099136.0,18841600.0,271482880.0,12532666368.0
17-10 21:08:58,16.581,7.326,72.494,0.0,0.0,3.599,25395409.0,24698250.0,1881980928.0,18841600.0,271482880.0,12533784576.0
17-10 21:08:59,16.624,6.572,73.969,0.0,0.0,2.835,25391254.0,24723297.0,1884131328.0,18841600.0,271482880.0,12531634176.0
17-10 21:09:00,17.268,5.799,72.423,0.0,0.0,4.510,25406004.0,24699694.0,1884033024.0,18841600.0,271482880.0,12531732480.0
17-10 21:09:01,16.667,6.589,73.902,0.0,0.0,2.842,25397723.0,24722002.0,1881870336.0,18841600.0,271482880.0,12533895168.0
17-10 21:09:02,16.300,6.598,73.609,0.0,0.0,3.493,25390427.0,24702189.0,1883967488.0,18841600.0,271482880.0,12531798016.0
17-10 21:09:03,16.711,6.897,74.005,0.0,0.0,2.387,25400701.0,24737360.0,1884139520.0,18841600.0,271482880.0,12531625984.0
17-10 21:09:04,16.408,6.848,73.643,0.0,0.0,3.101,25394714.0,24686702.0,1881772032.0,18841600.0,271482880.0,12533993472.0
17-10 21:09:05,18.726,6.112,71.912,0.0,0.0,3.251,25390196.0,24712653.0,1883705344.0,18841600.0,271482880.0,12532060160.0
17-10 21:09:06,16.710,6.477,73.575,0.0,0.0,3.238,25402664.0,24712105.0,1881772032.0,18841600.0,271482880.0,12533993472.0
17-10 21:09:07,17.425,6.762,72.952,0.0,0.0,2.861,25399091.0,24701564.0,1883443200.0,18841600.0,271482880.0,12532322304.0
17-10 21:09:08,18.571,6.234,72.468,0.0,0.0,2.727,25391898.0,24715587.0,1884119040.0,18841600.0,271482880.0,12531646464.0
17-10 21:09:09,18.323,6.452,72.516,0.0,0.0,2.710,25401163.0,24696326.0,1926135808.0,18841600.0,271482880.0,12489629696.0
17-10 21:09:10,17.161,5.677,73.548,0.0,0.0,3.613,25398658.0,24706244.0,1923973120.0,18841600.0,271482880.0,12491792384.0
17-10 21:09:11,15.701,6.178,73.488,0.0,0.0,4.633,25393159.0,24731911.0,1923973120.0,18841600.0,271482880.0,12491792384.0
17-10 21:09:12,18.806,5.337,72.935,0.0,0.0,2.922,25399622.0,24692764.0,1925971968.0,18841600.0,271482880.0,12489793536.0
17-10 21:09:13,16.945,7.189,72.015,0.0,0.0,3.851,26196606.0,25520617.0,1926291456.0,18841600.0,271482880.0,12489474048.0
17-10 21:09:14,17.054,6.848,73.127,0.0,0.0,2.972,25384991.0,24677299.0,1923973120.0,18841600.0,271482880.0,12491792384.0
17-10 21:09:15,16.945,7.445,72.401,0.0,0.0,3.209,25406146.0,24723834.0,1926037504.0,18841600.0,271482880.0,12489728000.0
17-10 21:09:16,18.509,6.684,72.365,0.0,0.0,2.442,25396324.0,24724871.0,1926332416.0,18841600.0,271482880.0,12489433088.0
17-10 21:09:17,17.029,6.658,72.471,0.0,0.0,3.841,25386398.0,24720456.0,1923940352.0,18841600.0,271482880.0,12491825152.0
17-10 21:09:18,17.352,6.427,72.879,0.0,0.0,3.342,25401731.0,24730805.0,1924399104.0,18841600.0,271482880.0,12491366400.0
17-10 21:09:19,16.517,6.914,72.983,0.0,0.0,3.585,25400092.0,24708397.0,1926254592.0,18841600.0,271482880.0,12489510912.0
17-10 21:09:20,17.192,6.430,73.622,0.0,0.0,2.756,25385202.0,24673379.0,1926975488.0,18841600.0,271482880.0,12488790016.0
17-10 21:09:21,18.987,6.962,70.886,0.0,0.0,3.165,25407272.0,24750899.0,1924583424.0,18841600.0,271482880.0,12491182080.0
17-10 21:09:22,17.723,6.856,72.186,0.0,0.0,3.234,25399332.0,24697022.0,1926746112.0,18841600.0,271482880.0,12489019392.0
17-10 21:09:23,17.295,6.762,72.692,0.0,0.0,3.251,25387017.0,24712028.0,1926746112.0,18841600.0,271482880.0,12489019392.0
17-10 21:09:24,17.784,7.088,70.876,0.0,0.0,4.253,25405958.0,24728105.0,1924325376.0,18841600.0,271482880.0,12491440128.0
17-10 21:09:25,17.250,6.485,72.503,0.259,0.0,3.502,25395420.0,24706373.0,1926414336.0,18849792.0,271482880.0,12489342976.0
17-10 21:09:26,15.755,6.380,74.870,0.0,0.0,2.995,25391445.0,24688855.0,1926381568.0,18849792.0,271482880.0,12489375744.0
17-10 21:09:27,17.617,6.084,72.750,0.0,0.0,3.549,25405816.0,24733959.0,1926410240.0,18849792.0,271486976.0,12489342976.0
17-10 21:09:28,16.841,5.744,74.282,0.0,0.0,3.133,25396164.0,24718360.0,1924280320.0,18849792.0,271486976.0,12491472896.0
17-10 21:09:29,17.070,6.879,71.592,0.0,0.0,4.459,25382269.0,24703377.0,1926508544.0,18849792.0,271486976.0,12489244672.0
17-10 21:09:30,17.922,5.584,72.857,0.0,0.0,3.636,25414734.0,24706942.0,1926311936.0,18849792.0,271486976.0,12489441280.0
17-10 21:09:31,16.404,6.299,74.147,0.0,0.0,3.150,25394498.0,24719302.0,1924476928.0,18849792.0,271486976.0,12491276288.0
17-10 21:09:32,17.548,6.194,72.516,0.0,0.0,3.742,25392322.0,24715449.0,1926311936.0,18849792.0,271486976.0,12489441280.0
17-10 21:09:33,17.095,7.198,72.879,0.0,0.0,2.828,25406121.0,24725807.0,1924182016.0,18849792.0,271486976.0,12491571200.0
17-10 21:09:34,16.945,7.189,72.914,0.0,0.0,2.953,25395021.0,24656587.0,1926279168.0,18849792.0,271486976.0,12489474048.0
17-10 21:09:35,17.935,6.452,71.484,0.0,0.0,4.129,25786749.0,25101657.0,1924804608.0,18849792.0,271486976.0,12490948608.0
17-10 21:09:36,16.300,6.598,73.092,0.0,0.0,4.010,25405125.0,24727311.0,1924276224.0,18849792.0,271491072.0,12491472896.0
17-10 21:09:37,17.761,5.405,73.488,0.0,0.0,3.346,25400153.0,24721493.0,1924374528.0,18849792.0,271491072.0,12491374592.0
17-10 21:09:38,17.555,6.762,72.562,0.0,0.0,3.121,25386464.0,24694273.0,1922310144.0,18849792.0,271491072.0,12493438976.0
17-10 21:09:39,18.782,6.726,71.447,0.0,0.0,3.046,25406433.0,24725438.0,1922142208.0,18849792.0,271491072.0,12493606912.0
17-10 21:09:40,17.210,5.737,74.185,0.0,0.0,2.868,25400621.0,24715962.0,1922371584.0,18849792.0,271491072.0,12493377536.0
17-10 21:09:41,16.188,6.136,74.543,0.0,0.0,3.133,25386018.0,24696280.0,1922600960.0,18849792.0,271491072.0,12493148160.0
17-10 21:09:42,17.834,6.497,72.484,0.0,0.0,3.185,25405636.0,24738361.0,1920274432.0,18849792.0,271491072.0,12495474688.0
17-10 21:09:43,18.205,6.410,72.949,0.0,0.0,2.436,25400397.0,24682772.0,1920176128.0,18849792.0,271491072.0,12495572992.0
17-10 21:09:44,15.885,6.641,74.740,0.0,0.0,2.734,25395002.0,24743082.0,1920651264.0,18849792.0,271491072.0,12495097856.0
17-10 21:09:45,18.462,6.026,71.923,0.0,0.0,3.590,25396738.0,24693876.0,1920585728.0,18849792.0,271491072.0,12495163392.0
17-10 21:09:46,17.286,6.402,72.727,0.0,0.0,3.585,25401081.0,24717422.0,1918685184.0,18849792.0,271491072.0,12497063936.0
17-10 21:09:47,18.077,6.795,71.795,0.0,0.0,3.333,25395848.0,24703621.0,1918455808.0,18849792.0,271491072.0,12497293312.0
17-10 21:09:48,17.738,6.941,72.108,0.0,0.0,3.213,25396293.0,24728822.0,1916358656.0,18849792.0,271491072.0,12499390464.0
17-10 21:09:49,18.088,6.072,72.222,0.0,0.0,3.618,25796134.0,25096152.0,1916399616.0,18849792.0,271491072.0,12499349504.0
17-10 21:09:50,17.546,6.201,73.219,0.0,0.0,3.034,25400012.0,24700253.0,1914138624.0,18849792.0,271491072.0,12501610496.0
17-10 21:09:51,16.969,6.865,73.057,0.0,0.0,3.109,25392164.0,24717624.0,1914204160.0,18849792.0,271491072.0,12501544960.0
17-10 21:09:52,18.297,6.861,71.537,0.0,0.0,3.304,25400240.0,24697752.0,1912139776.0,18849792.0,271491072.0,12503609344.0
17-10 21:09:53,18.020,6.218,71.574,0.0,0.0,4.188,25400336.0,24724886.0,1912107008.0,18849792.0,271491072.0,12503642112.0
17-10 21:09:54,17.738,7.455,70.694,0.0,0.0,4.113,25391475.0,24704087.0,1910349824.0,18849792.0,271491072.0,12505399296.0
17-10 21:09:55,17.481,6.941,72.237,0.129,0.0,3.213,25394174.0,24700544.0,1909882880.0,18857984.0,271491072.0,12505858048.0
17-10 21:09:56,17.095,8.226,71.337,0.0,0.0,3.342,25402361.0,24715379.0,1908178944.0,18857984.0,271491072.0,12507561984.0
17-10 21:09:57,17.308,5.897,73.590,0.0,0.0,3.205,25390144.0,24702357.0,1907589120.0,18857984.0,271491072.0,12508151808.0
17-10 21:09:58,17.038,5.767,74.443,0.0,0.0,2.752,25406646.0,24720599.0,1907818496.0,18857984.0,271491072.0,12507922432.0
17-10 21:09:59,16.580,6.865,73.446,0.0,0.0,3.109,25395501.0,24703142.0,1905713152.0,18857984.0,271491072.0,12510027776.0
17-10 21:10:00,16.406,5.078,74.479,0.0,0.0,4.036,25391086.0,24724174.0,1905942528.0,18857984.0,271491072.0,12509798400.0
17-10 21:10:01,15.584,6.364,74.026,0.0,0.0,4.026,25403469.0,24727291.0,1905979392.0,18857984.0,271495168.0,12509757440.0
17-10 21:10:02,18.182,6.530,70.423,0.0,0.0,4.866,25400080.0,24713627.0,1903714304.0,18857984.0,271495168.0,12512022528.0
17-10 21:10:03,18.088,5.556,73.773,0.0,0.0,2.584,25384918.0,24692817.0,1903812608.0,18857984.0,271495168.0,12511924224.0
17-10 21:10:04,16.798,7.218,71.785,0.0,0.0,4.199,25406106.0,24718430.0,1901248512.0,18857984.0,271495168.0,12514488320.0
17-10 21:10:05,15.564,6.744,74.319,0.0,0.0,3.372,25399506.0,24702597.0,1901182976.0,18857984.0,271495168.0,12514553856.0
17-10 21:10:06,17.121,6.355,73.671,0.0,0.0,2.853,25386757.0,24704999.0,1899380736.0,18857984.0,271495168.0,12516356096.0
17-10 21:10:07,18.677,5.837,72.763,0.0,0.0,2.724,25405618.0,24721658.0,1899347968.0,18857984.0,271495168.0,12516388864.0
17-10 21:10:08,17.268,6.314,73.325,0.0,0.0,3.093,25399903.0,24701540.0,1897185280.0,18857984.0,271495168.0,12518551552.0
17-10 21:10:09,16.475,6.897,72.925,0.0,0.0,3.704,25391544.0,24723639.0,1897181184.0,18857984.0,271495168.0,12518555648.0
17-10 21:10:10,18.263,6.513,72.031,0.0,0.0,3.193,25401504.0,24714719.0,1897148416.0,18857984.0,271495168.0,12518588416.0
17-10 21:10:11,16.237,6.959,73.582,0.0,0.0,3.222,25400342.0,24699315.0,1895280640.0,18857984.0,271495168.0,12520456192.0
17-10 21:10:12,17.548,6.194,73.419,0.0,0.0,2.839,25386849.0,24719249.0,1895182336.0,18857984.0,271495168.0,12520554496.0
17-10 21:10:13,18.448,5.852,71.883,0.0,0.0,3.817,25404411.0,24690669.0,1892855808.0,18857984.0,271495168.0,12522881024.0
17-10 21:10:14,16.623,7.723,72.251,0.0,0.0,3.403,25400477.0,24704560.0,1891008512.0,18857984.0,271495168.0,12524728320.0
17-10 21:10:15,19.330,5.412,71.778,0.0,0.0,3.479,25782664.0,25137472.0,1891041280.0,18857984.0,271495168.0,12524695552.0
17-10 21:10:16,16.0,6.452,74.065,0.0,0.0,3.484,25404688.0,24691603.0,1889075200.0,18857984.0,271495168.0,12526661632.0
17-10 21:10:17,19.430,6.606,70.596,0.0,0.0,3.368,25794604.0,25095118.0,1888944128.0,18857984.0,271495168.0,12526792704.0
17-10 21:10:18,17.834,6.752,72.229,0.0,0.0,3.185,25392133.0,24729409.0,1889140736.0,18857984.0,271495168.0,12526596096.0
17-10 21:10:19,18.926,6.394,71.611,0.0,0.0,3.069,25404971.0,24686542.0,1886900224.0,18857984.0,271495168.0,12528836608.0
17-10 21:10:20,16.451,6.606,73.446,0.0,0.0,3.497,25400091.0,24705989.0,1887162368.0,18857984.0,271495168.0,12528574464.0
17-10 21:10:21,18.182,6.753,72.208,0.0,0.0,2.857,25386361.0,24723837.0,1885065216.0,18857984.0,271495168.0,12530671616.0
17-10 21:10:22,18.170,5.412,72.680,0.0,0.0,3.737,25402979.0,24707530.0,1884901376.0,18857984.0,271495168.0,12530835456.0
17-10 21:10:23,18.228,6.033,72.914,0.0,0.0,2.824,25398545.0,24723228.0,1887195136.0,18857984.0,271495168.0,12528541696.0
