"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","Client1",,,,"User:","zhiyang"
"Cmdline:","dstat -tcnm --output ../logs/1/dstat_client1.csv",,,,"Date:","17 Oct 2018 23:20:40 UTC"

"system","total cpu usage",,,,,,"net/total",,"memory usage",,,
17-10 23:53:18,9.474,15.789,66.316,0.0,0.0,8.421,31512422.0,1091237.0,302530560.0,15433728.0,195371008.0,3095732224.0
17-10 23:53:19,9.744,16.410,66.667,0.0,0.0,7.179,30158151.0,1043944.0,302456832.0,15433728.0,195371008.0,3095805952.0
17-10 23:53:20,11.675,17.259,61.421,0.0,0.0,9.645,30538753.0,1063147.0,302583808.0,15433728.0,195371008.0,3095678976.0
17-10 23:53:21,9.140,17.204,62.903,0.0,0.0,10.753,31633952.0,1094525.0,302600192.0,15433728.0,195371008.0,3095662592.0
17-10 23:53:22,8.763,17.010,65.464,0.0,0.0,8.763,30612567.0,1061088.0,302608384.0,15433728.0,195371008.0,3095654400.0
17-10 23:53:23,8.763,18.557,62.371,0.0,0.0,10.309,31664511.0,1100551.0,302546944.0,15433728.0,195375104.0,3095711744.0
17-10 23:53:24,10.383,18.579,64.481,0.0,0.0,6.557,30479707.0,1061717.0,302563328.0,15433728.0,195375104.0,3095695360.0
17-10 23:53:25,10.881,17.098,66.321,0.0,0.0,5.699,30437753.0,1053561.0,302632960.0,15433728.0,195379200.0,3095621632.0
17-10 23:53:26,12.121,17.677,61.111,0.0,0.0,9.091,31203866.0,1084995.0,302632960.0,15433728.0,195379200.0,3095621632.0
17-10 23:53:27,9.375,16.667,65.104,0.0,0.0,8.854,30795691.0,1065625.0,302571520.0,15433728.0,195383296.0,3095678976.0
17-10 23:53:28,10.215,13.978,68.280,0.0,0.0,7.527,30999151.0,1074942.0,302538752.0,15433728.0,195383296.0,3095711744.0
17-10 23:53:29,10.363,16.580,63.731,0.0,0.0,9.326,30902592.0,1073185.0,302645248.0,15433728.0,195383296.0,3095605248.0
17-10 23:53:30,9.184,19.898,62.755,0.0,0.0,8.163,30528957.0,1055791.0,302505984.0,15433728.0,195383296.0,3095744512.0
17-10 23:53:31,10.471,19.372,63.874,0.0,0.0,6.283,31178142.0,1082905.0,302505984.0,15433728.0,195383296.0,3095744512.0
17-10 23:53:32,9.326,19.171,63.731,0.0,0.0,7.772,30632719.0,1064965.0,302473216.0,15433728.0,195383296.0,3095777280.0
17-10 23:53:33,10.204,15.306,67.347,0.0,0.0,7.143,29517078.0,1021760.0,302505984.0,15433728.0,195383296.0,3095744512.0
17-10 23:53:34,9.852,16.749,63.547,0.0,0.0,9.852,30559070.0,1058803.0,302686208.0,15433728.0,195383296.0,3095564288.0
17-10 23:53:35,9.375,18.229,61.979,0.0,0.0,10.417,30895185.0,1074645.0,302657536.0,15433728.0,195383296.0,3095592960.0
17-10 23:53:36,7.895,17.895,67.368,0.0,0.0,6.842,31045026.0,1075591.0,302641152.0,15433728.0,195383296.0,3095609344.0
17-10 23:53:37,10.215,17.204,68.280,0.0,0.0,4.301,30129177.0,1043957.0,302690304.0,15433728.0,195383296.0,3095560192.0
17-10 23:53:38,10.769,18.462,62.051,0.0,0.0,8.718,31232494.0,1086048.0,302649344.0,15433728.0,195383296.0,3095601152.0
17-10 23:53:39,11.053,15.789,66.316,0.0,0.0,6.842,31189538.0,1080250.0,302723072.0,15433728.0,195383296.0,3095527424.0
17-10 23:53:40,10.0,17.368,64.211,0.0,0.0,8.421,30966056.0,1071938.0,302436352.0,15433728.0,195383296.0,3095814144.0
17-10 23:53:41,9.424,19.895,63.874,0.524,0.0,6.283,31651291.0,1099139.0,302338048.0,15441920.0,195375104.0,3095912448.0
17-10 23:53:42,8.421,17.895,65.263,0.0,0.0,8.421,30262011.0,1048762.0,302292992.0,15441920.0,195383296.0,3095949312.0
17-10 23:53:43,7.732,18.557,65.979,0.0,0.0,7.732,31294982.0,1084913.0,302211072.0,15441920.0,195383296.0,3096031232.0
17-10 23:53:44,11.282,17.949,62.564,0.0,0.0,8.205,31292179.0,1087954.0,302301184.0,15441920.0,195383296.0,3095941120.0
17-10 23:53:45,10.0,17.895,63.158,0.0,0.0,8.947,31097310.0,1074283.0,302215168.0,15441920.0,195383296.0,3096027136.0
17-10 23:53:46,9.845,18.135,62.694,0.0,0.0,9.326,32545762.0,1127300.0,302174208.0,15441920.0,195383296.0,3096068096.0
17-10 23:53:47,11.230,16.043,65.241,0.0,0.0,7.487,30769861.0,1072416.0,302206976.0,15441920.0,195383296.0,3096035328.0
17-10 23:53:48,10.769,16.410,64.103,0.0,0.0,8.718,30755516.0,1064719.0,302333952.0,15441920.0,195383296.0,3095908352.0
17-10 23:53:49,10.309,18.041,64.433,0.0,0.0,7.216,30575203.0,1058329.0,302264320.0,15441920.0,195387392.0,3095973888.0
17-10 23:53:50,13.472,17.617,62.176,0.0,0.0,6.736,30353122.0,1056637.0,302321664.0,15441920.0,195387392.0,3095916544.0
17-10 23:53:51,8.081,18.687,63.636,0.0,0.0,9.596,30590897.0,1059189.0,302198784.0,15441920.0,195387392.0,3096039424.0
17-10 23:53:52,9.137,18.782,63.959,0.0,0.0,8.122,30637159.0,1055403.0,302460928.0,15441920.0,195387392.0,3095777280.0
17-10 23:53:53,10.417,16.667,63.021,0.0,0.0,9.896,30670342.0,1071985.0,302297088.0,15441920.0,195387392.0,3095941120.0
17-10 23:53:54,11.702,17.553,63.830,0.0,0.0,6.915,31316598.0,1082937.0,302272512.0,15441920.0,195387392.0,3095965696.0
17-10 23:53:55,9.375,17.708,64.062,0.0,0.0,8.854,30733526.0,1066613.0,302546944.0,15441920.0,195387392.0,3095691264.0
17-10 23:53:56,11.765,17.647,64.706,0.0,0.0,5.882,31768061.0,1102952.0,302710784.0,15441920.0,195387392.0,3095527424.0
17-10 23:53:57,9.890,17.033,64.835,0.0,0.0,8.242,31758218.0,1100525.0,302571520.0,15441920.0,195387392.0,3095666688.0
17-10 23:53:58,10.582,17.460,66.667,0.0,0.0,5.291,30451046.0,1054164.0,302612480.0,15441920.0,195387392.0,3095625728.0
17-10 23:53:59,9.500,22.0,63.0,0.0,0.0,5.500,31069870.0,1081810.0,302645248.0,15441920.0,195387392.0,3095592960.0
17-10 23:54:00,10.606,18.182,62.626,0.0,0.0,8.586,31644193.0,1095807.0,302559232.0,15441920.0,195387392.0,3095678976.0
17-10 23:54:01,10.606,18.182,63.131,0.0,0.0,8.081,31054004.0,1073718.0,302600192.0,15441920.0,195387392.0,3095638016.0
17-10 23:54:02,8.205,20.0,62.564,0.0,0.0,9.231,31283468.0,1089582.0,302628864.0,15441920.0,195391488.0,3095605248.0
17-10 23:54:03,8.421,14.211,70.526,0.0,0.0,6.842,30043870.0,1040412.0,302505984.0,15441920.0,195391488.0,3095728128.0
17-10 23:54:04,8.466,15.873,65.608,0.0,0.0,10.053,31758049.0,1099958.0,302440448.0,15441920.0,195391488.0,3095793664.0
17-10 23:54:05,8.995,20.106,64.550,0.0,0.0,6.349,31954326.0,1111095.0,302555136.0,15441920.0,195391488.0,3095678976.0
17-10 23:54:06,8.808,16.580,66.839,0.0,0.0,7.772,30830108.0,1067870.0,302489600.0,15441920.0,195391488.0,3095744512.0
17-10 23:54:07,10.995,15.707,65.445,0.0,0.0,7.853,30629880.0,1058834.0,302579712.0,15441920.0,195391488.0,3095654400.0
17-10 23:54:08,9.948,17.277,66.492,0.0,0.0,6.283,31025900.0,1078724.0,302546944.0,15441920.0,195391488.0,3095687168.0
17-10 23:54:09,11.055,20.603,61.809,0.0,0.0,6.533,31490835.0,1093109.0,302538752.0,15441920.0,195391488.0,3095695360.0
17-10 23:54:10,10.938,16.667,62.500,0.0,0.0,9.896,31378580.0,1084256.0,302571520.0,15441920.0,195391488.0,3095662592.0
17-10 23:54:11,10.363,15.026,64.767,0.518,0.0,9.326,30921231.0,1073356.0,302481408.0,15450112.0,195383296.0,3095752704.0
17-10 23:54:12,8.718,18.974,64.103,0.0,0.0,8.205,30717877.0,1066819.0,302465024.0,15450112.0,195391488.0,3095760896.0
17-10 23:54:13,9.231,15.897,66.667,0.0,0.0,8.205,30895265.0,1071590.0,302538752.0,15450112.0,195391488.0,3095687168.0
17-10 23:54:14,8.995,15.344,67.725,0.0,0.0,7.937,29804298.0,1029560.0,302612480.0,15450112.0,195391488.0,3095613440.0
17-10 23:54:15,12.438,17.413,60.199,0.0,0.0,9.950,31105993.0,1082408.0,302608384.0,15450112.0,195391488.0,3095617536.0
17-10 23:54:16,9.043,19.681,63.298,0.0,0.0,7.979,31564542.0,1095445.0,302501888.0,15450112.0,195391488.0,3095724032.0
17-10 23:54:17,11.399,15.026,64.767,0.0,0.0,8.808,30793935.0,1064760.0,302723072.0,15450112.0,195391488.0,3095502848.0
17-10 23:54:18,12.371,18.041,61.340,0.0,0.0,8.247,29846195.0,1040640.0,302669824.0,15450112.0,195395584.0,3095552000.0
17-10 23:54:19,10.0,17.0,64.500,0.0,0.0,8.500,29526250.0,1023222.0,302714880.0,15450112.0,195399680.0,3095502848.0
17-10 23:54:20,8.122,19.289,64.467,0.0,0.0,8.122,29869193.0,1034730.0,302850048.0,15450112.0,195399680.0,3095367680.0
17-10 23:54:21,11.917,13.472,64.767,0.0,0.0,9.845,30651452.0,1064331.0,302854144.0,15450112.0,195403776.0,3095359488.0
17-10 23:54:22,10.881,18.135,64.767,0.0,0.0,6.218,31098510.0,1074828.0,302813184.0,15450112.0,195403776.0,3095400448.0
17-10 23:54:23,9.596,19.697,62.121,0.0,0.0,8.586,30225822.0,1050076.0,302747648.0,15450112.0,195403776.0,3095465984.0
17-10 23:54:24,10.526,20.0,62.105,0.0,0.0,7.368,29742370.0,1039609.0,303099904.0,15450112.0,195403776.0,3095113728.0
17-10 23:54:25,10.769,18.462,62.564,0.0,0.0,8.205,30396155.0,1054208.0,302944256.0,15450112.0,195399680.0,3095273472.0
17-10 23:54:26,7.895,17.368,66.842,0.0,0.0,7.895,30944399.0,1069565.0,302911488.0,15450112.0,195399680.0,3095306240.0
17-10 23:54:27,10.769,16.923,63.590,0.0,0.0,8.718,30895037.0,1076534.0,302903296.0,15450112.0,195399680.0,3095314432.0
17-10 23:54:28,9.375,16.667,65.104,0.0,0.0,8.854,30590757.0,1059598.0,302944256.0,15450112.0,195399680.0,3095273472.0
17-10 23:54:29,10.769,15.897,65.641,0.0,0.0,7.692,30628491.0,1060108.0,302813184.0,15450112.0,195399680.0,3095404544.0
17-10 23:54:30,12.632,15.789,60.526,0.0,0.0,11.053,32231274.0,1119353.0,302751744.0,15450112.0,195399680.0,3095465984.0
17-10 23:54:31,10.053,17.460,64.550,0.0,0.0,7.937,32368294.0,1122790.0,302718976.0,15450112.0,195399680.0,3095498752.0
17-10 23:54:32,8.205,17.949,65.641,0.0,0.0,8.205,29997607.0,1038202.0,302759936.0,15450112.0,195399680.0,3095457792.0
17-10 23:54:33,11.053,19.474,62.105,0.0,0.0,7.368,31560340.0,1098239.0,302686208.0,15450112.0,195399680.0,3095531520.0
17-10 23:54:34,7.330,18.325,67.016,0.0,0.0,7.330,30387331.0,1051413.0,302809088.0,15450112.0,195399680.0,3095408640.0
17-10 23:54:35,12.834,16.043,62.567,0.0,0.0,8.556,32091129.0,1111285.0,302788608.0,15450112.0,195399680.0,3095429120.0
17-10 23:54:36,10.769,18.974,62.564,0.0,0.0,7.692,31408662.0,1093518.0,302899200.0,15450112.0,195403776.0,3095314432.0
17-10 23:54:37,9.091,20.707,63.636,0.0,0.0,6.566,30811465.0,1066338.0,302964736.0,15450112.0,195403776.0,3095248896.0
17-10 23:54:38,7.979,18.617,64.894,0.0,0.0,8.511,30931318.0,1071559.0,302809088.0,15450112.0,195403776.0,3095404544.0
17-10 23:54:39,9.694,17.347,64.796,0.0,0.0,8.163,30093144.0,1047242.0,302874624.0,15450112.0,195403776.0,3095339008.0
17-10 23:54:40,12.755,18.878,59.694,0.0,0.0,8.673,31711882.0,1097918.0,302850048.0,15450112.0,195403776.0,3095363584.0
17-10 23:54:41,9.375,15.625,65.104,1.042,0.0,8.854,31118897.0,1078221.0,302800896.0,15458304.0,195395584.0,3095412736.0
17-10 23:54:42,11.399,16.580,64.249,0.0,0.0,7.772,30896573.0,1074372.0,302825472.0,15458304.0,195403776.0,3095379968.0
17-10 23:54:43,7.487,17.647,65.241,0.0,0.0,9.626,31156467.0,1078743.0,302833664.0,15458304.0,195403776.0,3095371776.0
17-10 23:54:44,11.399,18.653,64.249,0.0,0.0,5.699,31425876.0,1088633.0,302874624.0,15458304.0,195403776.0,3095330816.0
17-10 23:54:45,8.290,17.098,63.731,0.0,0.0,10.881,30664583.0,1066465.0,302473216.0,15458304.0,195407872.0,3095728128.0
17-10 23:54:46,10.606,19.697,62.121,0.0,0.0,7.576,31384275.0,1086541.0,302440448.0,15458304.0,195407872.0,3095760896.0
17-10 23:54:47,11.735,17.857,61.224,0.0,0.0,9.184,31991586.0,1108267.0,302424064.0,15458304.0,195407872.0,3095777280.0
17-10 23:54:48,11.458,16.146,65.104,0.0,0.0,7.292,30723644.0,1067956.0,302465024.0,15458304.0,195407872.0,3095736320.0
17-10 23:54:49,9.794,18.041,63.918,0.0,0.0,8.247,30518692.0,1057084.0,304279552.0,15458304.0,195407872.0,3093921792.0
17-10 23:54:50,10.053,17.460,63.492,0.0,0.0,8.995,31352612.0,1086107.0,304848896.0,15458304.0,195407872.0,3093352448.0
17-10 23:54:51,10.215,15.054,67.204,0.0,0.0,7.527,31214208.0,1084056.0,304947200.0,15458304.0,195407872.0,3093254144.0
17-10 23:54:52,11.795,20.0,63.077,0.0,0.0,5.128,30876383.0,1069113.0,304898048.0,15458304.0,195407872.0,3093303296.0
17-10 23:54:53,10.526,15.789,66.316,0.0,0.0,7.368,31613705.0,1095890.0,304947200.0,15458304.0,195407872.0,3093254144.0
17-10 23:54:54,8.152,14.674,69.022,0.0,0.0,8.152,29644423.0,1031265.0,304930816.0,15458304.0,195407872.0,3093270528.0
17-10 23:54:55,10.101,19.697,62.121,0.0,0.0,8.081,30907858.0,1070219.0,304631808.0,15458304.0,195407872.0,3093569536.0
17-10 23:54:56,9.852,19.704,60.591,0.0,0.0,9.852,31338083.0,1084630.0,304623616.0,15458304.0,195407872.0,3093577728.0
17-10 23:54:57,14.737,14.737,62.632,0.0,0.0,7.895,31639765.0,1101643.0,304517120.0,15458304.0,195407872.0,3093684224.0
17-10 23:54:58,8.947,16.316,67.895,0.0,0.0,6.842,31489833.0,1087186.0,304590848.0,15458304.0,195407872.0,3093610496.0
17-10 23:54:59,11.795,17.436,64.103,0.0,0.0,6.667,32272975.0,1120623.0,304648192.0,15458304.0,195407872.0,3093553152.0
17-10 23:55:00,8.333,21.875,62.500,0.0,0.0,7.292,32832888.0,1141930.0,304476160.0,15458304.0,195407872.0,3093725184.0
17-10 23:55:01,8.247,21.134,63.402,0.0,0.0,7.216,31443257.0,1088509.0,305020928.0,15458304.0,195407872.0,3093180416.0
17-10 23:55:02,10.638,16.489,65.957,0.0,0.0,6.915,32190491.0,1115028.0,304865280.0,15458304.0,195407872.0,3093336064.0
17-10 23:55:03,9.375,17.188,66.146,0.0,0.0,7.292,30065832.0,1046315.0,304889856.0,15458304.0,195407872.0,3093311488.0
17-10 23:55:04,10.714,16.837,64.286,0.0,0.0,8.163,31231349.0,1081154.0,304963584.0,15458304.0,195407872.0,3093237760.0
17-10 23:55:05,9.794,19.588,62.371,0.0,0.0,8.247,31059770.0,1076121.0,304922624.0,15458304.0,195407872.0,3093278720.0
17-10 23:55:06,12.371,16.495,65.464,0.0,0.0,5.670,30092786.0,1044135.0,304988160.0,15458304.0,195407872.0,3093213184.0
17-10 23:55:07,6.701,19.072,65.464,0.0,0.0,8.763,30474400.0,1057468.0,304930816.0,15458304.0,195407872.0,3093270528.0
17-10 23:55:08,9.326,16.062,65.285,0.0,0.0,9.326,30866471.0,1069450.0,304865280.0,15458304.0,195407872.0,3093336064.0
17-10 23:55:09,8.854,15.625,67.188,0.0,0.0,8.333,30052354.0,1040948.0,304947200.0,15458304.0,195407872.0,3093254144.0
17-10 23:55:10,9.424,17.801,65.969,0.0,0.0,6.806,30948812.0,1073538.0,305020928.0,15458304.0,195407872.0,3093180416.0
17-10 23:55:11,10.881,17.098,64.767,0.518,0.0,6.736,29929933.0,1039903.0,304816128.0,15466496.0,195403776.0,3093381120.0
17-10 23:55:12,8.511,17.553,66.489,0.0,0.0,7.447,31527151.0,1091438.0,304816128.0,15466496.0,195411968.0,3093372928.0
17-10 23:55:13,10.363,17.617,64.249,0.0,0.0,7.772,30520050.0,1062186.0,304812032.0,15466496.0,195416064.0,3093372928.0
17-10 23:55:14,9.794,18.557,64.433,0.0,0.0,7.216,32268791.0,1117772.0,304832512.0,15466496.0,195420160.0,3093348352.0
17-10 23:55:15,8.629,18.782,65.990,0.0,0.0,6.599,29710977.0,1028326.0,304873472.0,15466496.0,195420160.0,3093307392.0
17-10 23:55:16,12.308,17.436,61.026,0.0,0.0,9.231,29830322.0,1038156.0,304771072.0,15466496.0,195420160.0,3093409792.0
17-10 23:55:17,8.947,17.368,66.316,0.0,0.0,7.368,31759302.0,1099643.0,304705536.0,15466496.0,195420160.0,3093475328.0
17-10 23:55:18,11.856,18.041,63.402,0.0,0.0,6.701,30980459.0,1073478.0,304754688.0,15466496.0,195420160.0,3093426176.0
17-10 23:55:19,8.718,18.462,65.128,0.0,0.0,7.692,30917054.0,1074863.0,304648192.0,15466496.0,195420160.0,3093532672.0
17-10 23:55:20,10.0,17.368,64.737,0.0,0.0,7.895,31600628.0,1094433.0,304680960.0,15466496.0,195420160.0,3093499904.0
17-10 23:55:21,12.438,19.900,59.701,0.0,0.0,7.960,31442140.0,1088825.0,305246208.0,15466496.0,195420160.0,3092934656.0
17-10 23:55:22,9.896,20.833,61.458,0.0,0.0,7.812,30315478.0,1054476.0,305168384.0,15466496.0,195420160.0,3093012480.0
17-10 23:55:23,11.616,17.172,62.626,0.0,0.0,8.586,31005024.0,1073681.0,305053696.0,15466496.0,195420160.0,3093127168.0
17-10 23:55:24,8.122,22.335,59.898,0.0,0.0,9.645,31374296.0,1084558.0,304955392.0,15466496.0,195420160.0,3093225472.0
17-10 23:55:25,13.930,20.398,57.214,0.0,0.0,8.458,31274134.0,1089809.0,305020928.0,15466496.0,195420160.0,3093159936.0
17-10 23:55:26,12.626,17.677,61.111,0.0,0.0,8.586,32389941.0,1122637.0,304717824.0,15466496.0,195420160.0,3093463040.0
17-10 23:55:27,8.416,22.277,61.881,0.0,0.0,7.426,31166332.0,1080720.0,304832512.0,15466496.0,195420160.0,3093348352.0
17-10 23:55:28,11.856,17.010,60.309,0.0,0.0,10.825,31759372.0,1102136.0,304766976.0,15466496.0,195420160.0,3093413888.0
17-10 23:55:29,9.852,19.704,62.562,0.0,0.0,7.882,31278055.0,1085305.0,307130368.0,15466496.0,195420160.0,3091050496.0
17-10 23:55:30,10.050,20.101,62.814,0.0,0.0,7.035,31317847.0,1084043.0,307122176.0,15466496.0,195420160.0,3091058688.0
17-10 23:55:31,11.458,18.750,59.375,0.0,0.0,10.417,31384414.0,1091148.0,306999296.0,15466496.0,195420160.0,3091181568.0
17-10 23:55:32,9.091,17.112,65.241,0.0,0.0,8.556,31896559.0,1105445.0,307097600.0,15466496.0,195420160.0,3091083264.0
17-10 23:55:33,12.371,15.979,61.340,0.0,0.0,10.309,31198249.0,1079861.0,307122176.0,15466496.0,195420160.0,3091058688.0
17-10 23:55:34,9.474,18.947,63.158,0.0,0.0,8.421,29663258.0,1032283.0,307056640.0,15466496.0,195420160.0,3091124224.0
17-10 23:55:35,9.278,15.979,66.495,0.0,0.0,8.247,30902305.0,1070036.0,307130368.0,15466496.0,195420160.0,3091050496.0
17-10 23:55:36,11.616,20.202,62.121,0.0,0.0,6.061,30846446.0,1068557.0,306876416.0,15466496.0,195420160.0,3091304448.0
17-10 23:55:37,10.769,20.513,58.462,0.0,0.0,10.256,30621323.0,1064839.0,306786304.0,15466496.0,195420160.0,3091394560.0
17-10 23:55:38,11.224,19.898,61.735,0.0,0.0,7.143,30530312.0,1056324.0,306810880.0,15466496.0,195420160.0,3091369984.0
17-10 23:55:39,9.231,17.436,62.051,0.0,0.0,11.282,30651443.0,1060074.0,308203520.0,15466496.0,195420160.0,3089977344.0
17-10 23:55:40,11.917,17.098,62.694,0.0,0.0,8.290,30040993.0,1044717.0,308232192.0,15466496.0,195424256.0,3089944576.0
17-10 23:55:41,11.795,17.436,61.026,0.513,0.0,9.231,29624243.0,1026723.0,308191232.0,15474688.0,195416064.0,3089985536.0
17-10 23:55:42,8.808,18.135,65.803,0.0,0.0,7.254,29166908.0,1012090.0,308191232.0,15474688.0,195424256.0,3089977344.0
17-10 23:55:43,8.333,21.354,61.979,0.0,0.0,8.333,30610764.0,1063815.0,308199424.0,15474688.0,195424256.0,3089969152.0
17-10 23:55:44,9.896,18.229,65.104,0.0,0.0,6.771,28953371.0,1003482.0,308166656.0,15474688.0,195424256.0,3090001920.0
17-10 23:55:45,12.060,17.588,61.307,0.0,0.0,9.045,30472496.0,1055004.0,308129792.0,15474688.0,195428352.0,3090034688.0
17-10 23:55:46,11.856,17.526,61.856,0.0,0.0,8.763,30803113.0,1071754.0,308129792.0,15474688.0,195428352.0,3090034688.0
17-10 23:55:47,9.574,20.213,65.426,0.0,0.0,4.787,31567677.0,1091162.0,308154368.0,15474688.0,195428352.0,3090010112.0
17-10 23:55:48,8.995,17.460,67.725,0.0,0.0,5.820,30993373.0,1075588.0,308228096.0,15474688.0,195428352.0,3089936384.0
17-10 23:55:49,8.854,16.146,64.062,0.0,0.0,10.938,30654223.0,1064650.0,308170752.0,15474688.0,195428352.0,3089993728.0
17-10 23:55:50,11.735,16.837,63.776,0.0,0.0,7.653,30713516.0,1064841.0,308203520.0,15474688.0,195428352.0,3089960960.0
17-10 23:55:51,11.053,17.895,63.684,0.0,0.0,7.368,31641202.0,1095860.0,308162560.0,15474688.0,195428352.0,3090001920.0
17-10 23:55:52,11.111,20.707,60.101,0.0,0.0,8.081,31639597.0,1099941.0,308064256.0,15474688.0,195428352.0,3090100224.0
17-10 23:55:53,10.995,19.895,61.257,0.0,0.0,7.853,31649944.0,1096096.0,308162560.0,15474688.0,195428352.0,3090001920.0
17-10 23:55:54,9.948,16.754,63.351,0.0,0.0,9.948,31494119.0,1091107.0,308154368.0,15474688.0,195428352.0,3090010112.0
17-10 23:55:55,13.369,18.182,62.567,0.0,0.0,5.882,32198063.0,1116642.0,308170752.0,15474688.0,195428352.0,3089993728.0
17-10 23:55:56,10.417,20.312,60.938,0.0,0.0,8.333,31766736.0,1103059.0,308252672.0,15474688.0,195428352.0,3089911808.0
17-10 23:55:57,10.769,18.974,62.564,0.0,0.0,7.692,30172633.0,1044881.0,308113408.0,15474688.0,195428352.0,3090051072.0
17-10 23:55:58,8.947,21.579,63.684,0.0,0.0,5.789,29969386.0,1041020.0,308219904.0,15474688.0,195428352.0,3089944576.0
17-10 23:55:59,8.290,19.689,63.731,0.0,0.0,8.290,30680459.0,1063364.0,308178944.0,15474688.0,195428352.0,3089985536.0
17-10 23:56:00,10.417,16.146,66.146,0.0,0.0,7.292,31520002.0,1092380.0,308301824.0,15474688.0,195428352.0,3089862656.0
17-10 23:56:01,9.326,18.653,62.176,0.0,0.0,9.845,30873517.0,1073206.0,308170752.0,15474688.0,195428352.0,3089993728.0
17-10 23:56:02,9.043,15.957,65.957,0.0,0.0,9.043,30834318.0,1067711.0,308129792.0,15474688.0,195428352.0,3090034688.0
17-10 23:56:03,7.772,17.617,66.321,0.0,0.0,8.290,30849230.0,1069197.0,308170752.0,15474688.0,195428352.0,3089993728.0
17-10 23:56:04,10.363,16.580,64.249,0.0,0.0,8.808,30308148.0,1052842.0,308219904.0,15474688.0,195428352.0,3089944576.0
17-10 23:56:05,8.586,19.192,62.121,0.0,0.0,10.101,31938231.0,1106760.0,308121600.0,15474688.0,195428352.0,3090042880.0
17-10 23:56:06,9.896,18.229,65.625,0.0,0.0,6.250,29896872.0,1034310.0,307965952.0,15474688.0,195428352.0,3090198528.0
17-10 23:56:07,10.995,15.707,63.351,0.0,0.0,9.948,32655407.0,1135630.0,308002816.0,15474688.0,195428352.0,3090161664.0
17-10 23:56:08,10.101,19.697,62.121,0.0,0.0,8.081,31429093.0,1089442.0,307994624.0,15474688.0,195436544.0,3090161664.0
17-10 23:56:09,8.718,17.949,65.128,0.0,0.0,8.205,30406220.0,1052692.0,307961856.0,15474688.0,195436544.0,3090194432.0
17-10 23:56:10,6.667,22.051,62.564,0.0,0.0,8.718,30386751.0,1050087.0,308002816.0,15474688.0,195436544.0,3090153472.0
17-10 23:56:11,9.677,18.280,63.978,0.0,0.0,8.065,31146058.0,1085837.0,307793920.0,15474688.0,195436544.0,3090362368.0
17-10 23:56:12,9.744,16.410,62.564,1.026,0.0,10.256,31542910.0,1093437.0,307834880.0,15482880.0,195436544.0,3090313216.0
17-10 23:56:13,11.675,17.766,63.452,0.0,0.0,7.107,30979054.0,1072626.0,307843072.0,15482880.0,195436544.0,3090305024.0
17-10 23:56:14,10.106,15.426,65.426,0.0,0.0,9.043,30553516.0,1060543.0,307859456.0,15482880.0,195436544.0,3090288640.0
17-10 23:56:15,10.606,17.172,64.141,0.0,0.0,8.081,30638544.0,1061106.0,307949568.0,15482880.0,195436544.0,3090198528.0
17-10 23:56:16,12.626,18.687,62.121,0.0,0.0,6.566,29513252.0,1023431.0,308305920.0,15482880.0,195436544.0,3089842176.0
17-10 23:56:17,10.714,17.857,62.245,0.0,0.0,9.184,31374335.0,1091199.0,308281344.0,15482880.0,195436544.0,3089866752.0
17-10 23:56:18,11.340,17.526,63.402,0.0,0.0,7.732,31355566.0,1085433.0,308314112.0,15482880.0,195436544.0,3089833984.0
17-10 23:56:19,9.406,18.812,63.366,0.0,0.0,8.416,30636930.0,1061713.0,308281344.0,15482880.0,195436544.0,3089866752.0
17-10 23:56:20,9.278,18.557,63.402,0.0,0.0,8.763,31406036.0,1092264.0,309325824.0,15482880.0,195440640.0,3088818176.0
17-10 23:56:21,9.596,20.202,62.121,0.0,0.0,8.081,31078207.0,1075311.0,309383168.0,15482880.0,195440640.0,3088760832.0
17-10 23:56:22,8.808,17.617,64.767,0.0,0.0,8.808,31358529.0,1082711.0,309407744.0,15482880.0,195440640.0,3088736256.0
17-10 23:56:23,11.500,20.0,59.0,0.0,0.0,9.500,30553446.0,1066435.0,309383168.0,15482880.0,195440640.0,3088760832.0
17-10 23:56:24,8.602,19.355,63.441,0.0,0.0,8.602,30064157.0,1041872.0,309252096.0,15482880.0,195440640.0,3088891904.0
17-10 23:56:25,9.845,20.725,60.104,0.0,0.0,9.326,30371085.0,1053729.0,309374976.0,15482880.0,195440640.0,3088769024.0
17-10 23:56:26,10.256,19.487,61.538,0.0,0.0,8.718,30508640.0,1061196.0,309374976.0,15482880.0,195440640.0,3088769024.0
17-10 23:56:27,9.574,18.085,65.426,0.0,0.0,6.915,31048299.0,1072545.0,309342208.0,15482880.0,195440640.0,3088801792.0
17-10 23:56:28,9.231,17.436,63.590,0.0,0.0,9.744,30277426.0,1050317.0,309317632.0,15482880.0,195440640.0,3088826368.0
17-10 23:56:29,10.526,17.895,62.632,0.0,0.0,8.947,31320735.0,1090625.0,309407744.0,15482880.0,195440640.0,3088736256.0
17-10 23:56:30,8.556,18.182,66.845,0.0,0.0,6.417,30970220.0,1072414.0,310272000.0,15482880.0,195440640.0,3087872000.0
17-10 23:56:31,8.763,18.557,65.464,0.0,0.0,7.216,30689111.0,1060789.0,310329344.0,15482880.0,195440640.0,3087814656.0
